text,intent,tags
cho m hỏi áo này bn ah,request#price,O O O B-inform#object_type B-inform#mention O O
bao gia minh 2 set nay vs ạ,request#price,O O O O B-inform#object_type B-inform#mention O O
có size cho bé 17kg k,ask_if_sells#size,O O O O B-inform#weight O
2 mẫu này còn size cho bé 11 tuổi ko a!,ask_availability#size,O B-inform#mention I-inform#mention O O O O B-inform#age I-inform#age O O
ib m giá set này nhé,request#price,O O O B-inform#object_type B-inform#mention O
la bot hay ng the,ask_is_bot,O O O O O
áo gió bé gái có đang sale ko bạn,request#promotion,B-inform#object_type I-inform#object_type B-inform#gender I-inform#gender O O O O O
cửa hàng aeon còn mẫu này k b nhỉ?,ask_availability,O O B-inform#location O B-inform#mention I-inform#mention O O O
chi muon dat hang online co duoc kh a,ask_if_sells#online,O O O O O O O O O
"k060 sz3, sz 9 mau trang k010 sz 3, sz 9",inform,O O O O O O O O O O O
lấy 2 mẫu này,order_request,O O B-inform#mention I-inform#mention
shop ưi,greet,O O
2 mẫu này có size từ bao nhiêu bạn nhỉ.,handoff,O B-inform#mention I-inform#mention O O O O O O O
lạc\r\nlong quân còn k shop,ask_availability,O O O O O
có size bé 34 kg cao 1 m20 ko,ask_if_sells#size,O O O B-inform#weight I-inform#weight O B-inform#height I-inform#height O
cho bé 15kg 4 tuổi,inform,O O B-inform#age B-inform#age I-inform#age
mình lấy màu nâu nhé,order_request,O O B-inform#color I-inform#color O
cho chị đặt 3 chiếc cho bọn 25kg kia nhé,order_request,O O O O O O O B-inform#weight O O
hii,greet,O
có size cho bé 17 kg k ạ,ask_if_sells#size,O O O O B-inform#weight I-inform#weight O O
em ơi cửa hàng ở đâu,request_shop_address,O O O O O O
chị ói,greet,O O
cho t hỏi chút shop bên mình có quần áo cho bé lớp 8 và lớp 3 k ạ,ask_if_sells,O O O O O O O O B-inform#object_type B-inform#object_type O O O O O O O O O
b ơi có áo dài nhung cho bé gái lớp 2 34kg k b,ask_if_sells,O O O B-inform#object_type I-inform#object_type B-inform#material O B-inform#gender I-inform#gender O O B-inform#weight O O
chào bn,greet,O O
"ah, chân váy lúc nãy e chụp có màu ghi xám ko",ask_if_sells,O B-inform#object_type I-inform#object_type O O O O O B-ask_if_sells#color I-ask_if_sells#color I-ask_if_sells#color O
mẫu bé mặc có màu đen ko ạ?,ask_if_sells,O O O O B-ask_if_sells#color I-ask_if_sells#color O O
trần dăng ninh có áo dài đúng k shop,ask_if_sells,B-inform#location I-inform#location I-inform#location O B-inform#object_type I-inform#object_type O O O
bạn gửi cho mình mẫu các bé mặc đi học ấy vì những bộ này mình mua ở savico long biên rồi bạn,handoff,O O O O O O O O O O O O O B-inform#object_type B-inform#mention O O O B-inform#location I-inform#location I-inform#location O O
sẽ ck lại cho mình áo bị thiếu,handoff,O O O O O B-inform#object_type O O
shop còn sp này size bé 5-6 tuổi k ạ,ask_availability#size,O O B-inform#mention I-inform#mention O O B-inform#age I-inform#age O O
set này có cho bé 8 tuổi ko ạ,ask_if_sells,B-inform#object_type B-inform#mention O O O B-inform#age I-inform#age O O
gửi giúp mình váy này size 8 tuổi về địa chỉ . đỗ thị việt hà. bảo hiểm xã hội thành phố phúc yên. trưng trắc - phúc yên - vĩnh phúc. 0966479889,handoff,O O O B-inform#object_type B-inform#mention O B-inform#age I-inform#age O O O O O O O O O O O O O O O O O O O O O O B-inform#location I-inform#location O
còn áo dài sz 5y - 20kg không e,ask_availability#size,O B-inform#object_type I-inform#object_type O B-inform#age O B-inform#weight O O
vâng tn cug dc c,agree,O O O O O
sp này có màu đỏ ko bạn,ask_if_sells,B-inform#mention I-inform#mention O B-ask_if_sells#color I-ask_if_sells#color O O
áo dài có sale k e nhi,request#promotion,B-inform#object_type I-inform#object_type O O O O O
còn ship nội thành hnoi k ạ. cho mình bộ 98cm,ask_about_ship,O O B-inform#location I-inform#location O O O O O O B-inform#height
có đặt online đc ko b,ask_if_sells#online,O O O O O O
b ơi váy này be 34kg mặc có vừa k ạ,ask_availability#size,O O B-inform#object_type B-inform#mention O B-inform#weight O O O O O
bộ này còn cho 8 tuổi nữa k ak,ask_availability,B-inform#object_type B-inform#mention O O B-inform#age I-inform#age O O O
có áo khoác nắng trẻ em ko?,ask_if_sells,O B-inform#object_type I-inform#object_type O O O O
bạn ship coss cho mình dc ko,ask_about_ship,O O O O O O O
alo bạn woi,greet,O O O
vâng chị ơi,agree,O O O
sang tuần m mua cám ơn nhé,thank,O O O O O O O
có chương trình j k em,request#promotion,O O O O O O
cho mình hỏi mẫu áo dài bé trai này còn k ạ???,ask_availability,O O O O B-inform#object_type I-inform#object_type B-inform#gender I-inform#gender B-inform#mention O O O
màu khác không còn hả shop,request_more#color,O O O O O O
váy thu đông cho bé 8 tuổi cao 125cm nặng 24kg,request#product,B-inform#object_type B-inform#season I-inform#season O O B-inform#age I-inform#age O B-inform#height O B-inform#weight
còn k ạ,ask_availability,O O O
vậy mỗ lao còn k em?,ask_availability,O B-inform#location I-inform#location O O O
43kg 8 tuổi mặc size nào vậy shop?,ask_if_fit,B-inform#weight B-inform#age I-inform#age O O O O O
mình có hỗ trợ bán online ko?,ask_if_sells#online,O O O O O O O
mẫu cho bé trai 7 tuổi 25 kg,inform,O O B-inform#gender I-inform#gender B-inform#age I-inform#age B-inform#weight I-inform#weight
bé nhà mình 6t mặc size nào a,ask_if_fit,O O O B-inform#age O O O O
mình còn áo cổ lọ cho bé 27kg ko bạn?,ask_availability,O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#weight O O
cháu được 11kg có vừa ko,ask_if_fit,O O B-inform#weight O O O
m nhan dk rui nhe cam on b,thank,O O O O O O O O
chất cotton ah bạn,request#material,O B-inform#material O O
bên bạn bán online váy này ko,ask_if_sells#online,O O O O B-inform#object_type B-inform#mention O
size cho bé 32kg,inform,O O O B-inform#weight
3 cái trên cho bé 3 tuổi 14kg,inform,O O O O O B-inform#age I-inform#age B-inform#weight
có size cho 1m50 ko shop,ask_if_sells#size,O O O B-inform#height O O
có size 20–21kg k ah,ask_if_sells#size,O O B-inform#weight O O
cho xin mẫu đầm cho bé 41 kg,request#product,O O O B-inform#object_type O O B-inform#weight I-inform#weight
bên mình có giao hàng online ko ạ,ask_if_sells#online,O O O O O O O O
đúng r bạn,agree,O O O
bạn gửi cho mình một số mẫu mình xem nhé,request#product,O O O O O O O O O O
vâng để r xem,agree,O O O O
và bộ áo canh cho bạn trai 3 tuổi,inform,O B-inform#object_type I-inform#object_type I-inform#object_type O B-inform#gender I-inform#gender B-inform#age I-inform#age
cho m hỏi set này có sz cho bé 4-5 tuổi k b?,ask_if_sells#size,O O O B-inform#object_type B-inform#mention O O O O B-inform#age I-inform#age O O
bộ này có còn đc giảm k ạ!,request#promotion,B-inform#object_type B-inform#mention O O O O O O
cho mình xin ảnh một số mẫu hè cho bé trái 4y,handoff,O O O O O O O B-inform#season O B-inform#gender I-inform#gender B-inform#object_type
ok em,agree,O O
bé 6t 22-23kg,inform,O B-inform#age B-inform#weight
bao nhiêu đây bạn,request#price,O O O O
chị có mẫu nào cho bạn 18kg ko ah?,ask_if_sells,O O O O O O B-inform#weight O O
shop nam đinh còn hàng ko bạn,ask_availability,O B-inform#location I-inform#location O O O O
váy này có size 7y cho bạn cao 128cm ko,ask_if_sells#size,B-inform#object_type B-inform#mention O O B-inform#age O O O B-inform#height O
còn mẫu này cho bé 8-9 tuổi ko,ask_availability,O B-inform#mention I-inform#mention O O B-inform#age I-inform#age O
cửa hàng ở đâu e,request_shop_address,O O O O O
cho mình xin mẫu áo dài bé trai với ạ,request#product,O O O O B-inform#object_type I-inform#object_type B-inform#gender I-inform#gender O O
còn váy ko shpp,ask_availability,O B-inform#object_type O O
xin chàoo,greet,O O
mình thử mấy lần rồi,handoff,O O O O O
cho e xin địa chỉ cửa hàng ở hà nội với ạ,request_shop_address,O O O O O O O O B-inform#location I-inform#location O O
cho mình địa chỉ với,request_shop_address,O O O O O
em có số đo chiều dài áo + chân váy ko cho chị xin?,handoff,O O O O O O B-inform#object_type O B-inform#object_type I-inform#object_type O O O O
vâng e hiểu mat,agree,O O O O
mẫu này co cho be 9kg k shop,ask_if_sells,B-inform#mention I-inform#mention O O O B-inform#weight O O
bạn í lớp 1 nặng 27kg,inform,O O O O O B-inform#weight
bộ này có của size 30kg ko bạn,ask_if_sells#size,B-inform#object_type B-inform#mention O O O B-inform#weight O O
áo này có sz 150 ko vậy,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O O
cho mình xin mẫu áo dài bé gái 11t,request#product,O O O O B-inform#object_type I-inform#object_type B-inform#gender I-inform#gender B-inform#age
cảm ơn shop jhes,thank,O O O O
bé 11 tháng mặc vừa k ạ,ask_if_fit,O B-inform#age I-inform#age O O O O
co be 12t k a,ask_if_sells,O O B-inform#age O O
bé nhà chị 92cm 12kg có vừa ko em,ask_if_fit,O O O B-inform#height B-inform#weight O O O O
bạn ơi bên mình có bán khẩu trang không?,ask_if_sells,O O O O O O B-inform#object_type I-inform#object_type O
chị lấy 4 bộ sát nách này,order_request,O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#mention
ấy ơiii,greet,O O
uhm em ơi,greet,O O O
có váy bé 7t và 9t ko,ask_if_sells,O B-inform#object_type O B-inform#age O B-inform#age O
bên mình ko ship cod ạ,ask_about_ship,O O O O O O
cám ơn shop nhé có gì mình sẽ liên hệ,thank,O O O O O O O O O O
còn sale k shop?,request#promotion,O O O O
địa chỉ cụ thể shop tn bạn ơi?,request_shop_address,O O O O O O O O
bộ này này có sz cho bé 35kg ko e?,ask_if_sells#size,B-inform#mention I-inform#mention B-inform#mention O O O O B-inform#weight O O
"mẫu này bé cao 153,nặng 43kg vừa ko e?",ask_if_fit,B-inform#mention I-inform#mention O O B-inform#height B-inform#weight O O O
hị hị vâng ạ,agree,O O O O
váy này còn sale ko shop,request#promotion,B-inform#object_type B-inform#mention O O O O
em ơi mẫu này có sz 35kg k em,ask_if_sells#size,O O B-inform#mention I-inform#mention O O B-inform#weight O O
váy 37 ký vừa ko shop,ask_if_fit,B-inform#object_type B-inform#weight I-inform#weight O O O
shop còn sale đến bao giờ b,request#promotion,O O O O O O O
cho mình đặt mẫu này,order_request,O O O B-inform#mention I-inform#mention
trên hệ thống còn cơ sở nào còn k e,ask_availability,O O O O O O O O O O
bé 14kg cao tầm 93cm,inform,O B-inform#weight O O B-inform#height
cho mình hỏi có bộ đồng phục cho bé cao 1m65 ko ạ,ask_if_sells,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O B-inform#height O O
bên e đag có chương trình sale j ko,request#promotion,O O O O O O O O O
"sooc còn size bé 5 tuổi , 19 kg k shop",ask_availability#size,B-inform#object_type O O O B-inform#age I-inform#age O B-inform#weight I-inform#weight O O
vâng th thôi c,agree,O O O O
m cam on nhe,thank,O O O O
cho hỏi có bộ này của bé 14 tuổi không,ask_if_sells,O O O B-inform#object_type B-inform#mention O O B-inform#age I-inform#age O
vậy cho mình lấy quần thôi nhá,order_request,O O O O B-inform#object_type O O
áo này còn màu nào nữa e,request#color,B-inform#object_type B-inform#mention O O O O O
cho mình hỏi còn mẫu này cho bé 12 tuổi ko,ask_availability,O O O O B-inform#mention I-inform#mention O O B-inform#age I-inform#age O
bên e co ship ko e,ask_about_ship,O O O O O O
váy này còn màu đen k,ask_availability,B-inform#object_type B-inform#mention O B-ask_availability#color I-ask_availability#color O
chất vải gì vậy ak,request#material,O O O O O
có ship tỉnh ko bạn,ask_about_ship,O O O O O
mẫu này còn màu khác cho bạn 3t 15kg k,request_more#color,B-inform#mention I-inform#mention O O O O O B-inform#age B-inform#weight O
có size bé 13kg ko b,ask_if_sells#size,O O O B-inform#weight O O
e lấy size 5 cho c nhé,order_request,O O O O O O O
bạn ý 20 kg,inform,O O B-inform#weight I-inform#weight
mình muốn mua váy tặng sinh nhật bé gái 1 tuôit,inform,O O O B-inform#object_type O O O B-inform#gender I-inform#gender B-inform#age I-inform#age
có áo sơ mi cho bé gái k em?,ask_if_sells,O B-inform#object_type I-inform#object_type I-inform#object_type O B-inform#gender I-inform#gender O O
"ok e, vậy lấy thêm bộ này size 10",order_request,O O O O O B-inform#object_type B-inform#mention O O
c có ảh đó ko gửi e xem vs nà,request#product,O O O O O O O O O O
đúng rôi bạn,agree,O O O
o cửa hang nào coa ạ,handoff,O O O O O O
c mua online đc k em,ask_if_sells#online,O O O O O O
mình lấy cho 2 ban,order_request,O O O O O
đang có chương trình khuyến mại gì không shop,request#promotion,O O O O O O O O O
c gọi mà k thấy nghe máy. c đag tìm đường,handoff,O O O O O O O O O O O
be 22 kg cao 115cm,inform,O B-inform#weight I-inform#weight O B-inform#weight
be minh 23kg,inform,O O B-inform#weight
"bé trai 46 kg , cao 1m45",inform,B-inform#gender I-inform#gender B-inform#weight I-inform#weight O O B-inform#height
bộ này cao 150-nặng 45kg vừa k shop,ask_if_fit,B-inform#object_type B-inform#mention O B-inform#weight B-inform#weight O O O
chân váy bn a,request#price,B-inform#object_type I-inform#object_type O O
áo này có của bé gái 6 và 10 tuổi k shop,ask_if_sells,B-inform#object_type B-inform#mention O O B-inform#gender I-inform#gender B-inform#age O B-inform#age I-inform#age O O
mình muốn mua bộ này cho bạn gái 8 tuổi,inform,O O O B-inform#object_type B-inform#mention O B-inform#gender I-inform#gender B-inform#age I-inform#age
cho m hỏi váy này còn sale ko ạ ?,request#promotion,O O O B-inform#object_type B-inform#mention O O O O O
vay này có size cho 29 kg k b,ask_if_sells#size,B-inform#object_type B-inform#object_type O O O B-inform#weight I-inform#weight O O
bờm này còn sz 1 tuổi - 8kg và 4 tuổi 13kg ko shop,ask_availability#size,B-inform#object_type B-inform#mention O O B-inform#age I-inform#age O B-inform#weight O B-inform#age I-inform#age B-inform#weight O O
ib mình hai mã này có sz bé cao 1m45 37kg ko bạn,ask_if_sells#size,O O O O O O O O O B-inform#height B-inform#weight O O
quần này có size nào tầm hơn 40kg,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O O B-inform#weight
size 24m cho bé 11-12kg,inform,O B-inform#age O O B-inform#weight
chị đang họp. tí nữa chị ck nha,handoff,O O O O O O O O
mẫu áo này còn sz 5y và 6y ko ạ,ask_availability#size,O B-inform#object_type B-inform#mention O O B-inform#age O B-inform#age O O
tự động trả lời à shop ơi,ask_is_bot,O O O O O O O
có sz 14kg ko b?,ask_if_sells#size,O O B-inform#weight O O
bộ này có cho bạn 39kg mặc vừa ko,ask_if_fit,B-inform#object_type B-inform#mention O O O B-inform#weight O O O
vậy mình lấy 1 cái quần phía dưới,order_request,O O O O O B-inform#object_type B-inform#mention I-inform#mention
có bán online k b ơi,ask_if_sells#online,O O O O O O
tầm 90cm ấy,inform,O B-inform#height O
em ơi chị cần mua quần này sz 6,inform,O O O O O B-inform#object_type B-inform#mention O O
shop còn bộ này ko,ask_availability,O O B-inform#object_type B-inform#mention O
chất liệu gì ah,request#material,O O O O
"bé có 68cm 8,5kg thôi ý",inform,O O B-inform#height B-inform#weight O O
mẫu này có sz bé 25kg k bạn,ask_if_sells#size,B-inform#mention I-inform#mention O O O B-inform#weight O O
mình mua online đc ko,ask_if_sells#online,O O O O O
bo nay con ko e,ask_availability,B-inform#object_type B-inform#mention O O O
môt ban 20 kg,inform,O O B-inform#weight I-inform#weight
có sz 5 tuổi k shop,ask_if_sells#size,O O B-inform#age I-inform#age O O
cho e xem mẫu khoác gió ạ,request#product,O O O O B-inform#object_type I-inform#object_type O
đồ bơi có đc sale ko sh?,request#promotion,O O O O O O O
bên mình có ship hàng ko bạn,ask_about_ship,O O O O O O O
mua online có đc k shop?,ask_if_sells#online,O O O O O O
có những màu gì sh ơi,request#color,O O O O O O
chất vải tn b,request#material,O O O O
shop oi chatbot ah,ask_is_bot,O O O O
có đặt hàng online đc ko e,ask_if_sells#online,O O O O O O O
áo nàynày còn size cho bé 2 tuổi k shop,ask_availability#size,B-inform#object_type B-inform#mention O O O O B-inform#age I-inform#age O O
một bé cao 1m32 nặng 27kg và một bé cao 1m1 nặng 16kg,inform,O O O B-inform#height O B-inform#weight O O O O B-inform#height O B-inform#weight
e muốn hỏi mấy mẫu này cho bé 4 tuổi cao 110cm nặng 25kg,inform,O O O O B-inform#mention I-inform#mention O O B-inform#height I-inform#height O B-inform#height O B-inform#weight
shop còn bộ dài tay bé gái 8 tuoi ko,ask_availability,O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#gender I-inform#gender B-inform#age I-inform#age O
bộ áo hồng quần hồng này còn k ạ,ask_availability,O B-inform#object_type B-inform#color B-inform#object_type B-inform#color B-inform#mention O O O
báo giá mình bộ này với nhé,request#price,O O O B-inform#object_type B-inform#mention O O
em còn bộ này cho bé 32 kg ko,ask_availability,O O B-inform#object_type B-inform#mention O O B-inform#weight I-inform#weight O
mh cảm ơn ạ,thank,O O O O
còn hàng ở nguyễn văn cừ ko em,ask_availability,O O O B-inform#location I-inform#location I-inform#location O O
có màu đỏ ko b,ask_if_sells,O B-ask_if_sells#color I-ask_if_sells#color O O
váy len có màu khác k,request_more#color,B-inform#object_type B-inform#material O O O O
mình muốn mua cho bé 13t,inform,O O O O O B-inform#age
có ship k hả bạn?,ask_about_ship,O O O O O
e muốn xem mẫu quần bò ngố của bé trai 4 tuổi ạ (17kg),request#product,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O B-inform#gender I-inform#gender B-inform#age I-inform#age O B-inform#weight
bên mình có nhận ship k vậy?,ask_about_ship,O O O O O O O
vải nhung đúng ko ah?,request#material,B-inform#material I-inform#material O O O
quần này còn ko shop.,ask_availability,B-inform#object_type B-inform#mention O O O
mẫu này có màu khác ko ah?,request_more#color,B-inform#mention I-inform#mention O O O O O
cho mình xin địa chỉ của shop vs?,request_shop_address,O O O O O O O O
quần bên mình có bán k bạn,ask_if_sells,B-inform#object_type O O O O O O
be nang 31 kg,inform,O O B-inform#weight I-inform#weight
shop minh co mau nao cho be 9kg k ah,ask_if_sells,O O O O O O O B-inform#weight O O
cho bạn cao 1m3,inform,O O O B-inform#height
alo shop,greet,O O
mua online dc ko shop,ask_if_sells#online,O O O O O
25 hay 26kg đều được bạn,inform,B-inform#weight O B-inform#weight O O O
bé 20kg có vừa ko\ne,ask_if_fit,O B-inform#weight O O O
chương trình khuyến mãi có thực hiện tại các cửa hàng ko ạ?,request#promotion,O O O O O O O O O O O O O
size 10,inform,O O
váy này ở thái nguyên còn ko b,ask_availability,B-inform#object_type B-inform#mention O B-inform#location I-inform#location O O O
"bé: 1m32 , nặng 28kg mẹ: 1m63 , nặng 55kg",inform,O B-inform#height O O B-inform#weight O B-inform#height O O B-inform#weight
mẫu này còn k b,ask_availability,B-inform#mention I-inform#mention O O O
ship cho c bộ cướp biển sz cho bé 8y cao m35 nặng 25kg đến 195 khâm thiên nhé 0904509909,handoff,O O O B-inform#object_type O O O O O B-inform#age O B-inform#height O B-inform#weight O O B-inform#location I-inform#location O O
cho mìh xin mấy mẫu áo dài cho bé trai,request#product,O O O O O B-inform#object_type I-inform#object_type O B-inform#gender I-inform#gender
bé nhà c 30kg có vừa k,ask_if_fit,O O O B-inform#weight O O O
e xem có size nào vừa c lấy cho bé,ask_if_fit,O O O O O O O O O O
thì cửa hàng chỗ nào,request_shop_address,O O O O O
nguyễn thanh thuý sn 21- đường lửa việt- tt hạ hoà- hạ hoà- phú thọ 0987363566,handoff,O O O O O O O O O O O O O B-inform#location I-inform#location O
còn size 6 tuổi ko shop,ask_availability#size,O O B-inform#age I-inform#age O O
bé 18kg mặc vừa k ạ,ask_if_fit,O B-inform#weight O O O O
con gái,inform,B-inform#gender I-inform#gender
chatbot hay nhân viên vậy,ask_is_bot,O O O O O
nặng 14 kg ạ,inform,O B-inform#weight I-inform#weight O
bên b co cod k a,ask_about_ship,O O O O O O
em xin cam on ạ,thank,O O O O O
oke có sz 3 sh gửi cho t xem,request#product,O O O O O O O O O
set này có sz 6-9 ko shop,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O O
áo chất liệu j bạn,request#material,B-inform#object_type O O O O
áo có zs cho bé 20kg với 34kg ko ạ,ask_if_sells#size,B-inform#object_type O O O O B-inform#weight O B-inform#weight O O
thời gian áp dụng,handoff,O O O O
mình đặt online đc k ạ,ask_if_sells#online,O O O O O O
ra cs lạc trung có k ak,ask_if_sells,O O B-inform#location I-inform#location O O O
vậy lấy c mẫu này nhé,order_request,O O O B-inform#mention I-inform#mention O
shop ơi chatbot a,ask_is_bot,O O O O
set này bn b ơi,request#price,B-inform#object_type B-inform#mention O O O
bé 15kg có size k bạn,ask_if_sells#size,O B-inform#weight O O O O
sp này có bán online kg b,ask_if_sells#online,B-inform#mention I-inform#mention O O O O O
mẫu khủng long có size 5 tuoi và 9 t ko shop,ask_if_sells#size,O O O O O B-inform#age I-inform#age O B-inform#age I-inform#age O O
cháu nhà mình nặng 35 kg cao 1.30,inform,O O O O B-inform#weight I-inform#weight O B-inform#height
mẫu nơ có màu vàng ko,ask_if_sells,O O O B-ask_if_sells#color I-ask_if_sells#color O
b ơi mình muốn lấy mẫu này sz 8,order_request,O O O O O B-inform#mention I-inform#mention O O
có phải người không,ask_is_bot,O O O O
con mình 10 tuổi rồi,inform,O O B-inform#age I-inform#age O
áo này bn vậy a,request#price,B-inform#object_type B-inform#mention O O O
áo này có size cho bé 6t 25kg cao 1m15 k?,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O B-inform#age B-inform#weight O B-inform#height O
địa chỉ shop ở đâu vậy ak,request_shop_address,O O O O O O O
có váy tay ngắn ko e,ask_if_sells,O B-inform#object_type O O O O
bên mình có yếm jean ngố cho bé trai ko ạ,ask_if_sells,O O O B-inform#object_type B-inform#material O O B-inform#gender I-inform#gender O O
set này bao gồm áo sơ mi nơ vest quần đúng ko b,handoff,B-inform#location B-inform#mention O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#object_type O O O
bộ này có size bé 30kg k ạ,ask_if_sells#size,B-inform#object_type B-inform#mention O O O B-inform#weight O O
2 bộ này giá bnhieu?,request#price,O B-inform#object_type B-inform#mention O O
bộ vét này còn không,ask_availability,B-inform#object_type O B-inform#mention O O
bộ này có size cho bé 35 kg ko shop,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O B-inform#weight I-inform#weight O O
bé nhà chị cao 120cm nặng 22kg,inform,O O O O B-inform#height O B-inform#weight
có bộ nào size 12 tuổi ko b,ask_if_sells#size,O B-inform#object_type O O B-inform#age I-inform#age O O
bạn có áo dài nam bé 8t màu vàng ko,ask_if_sells,O O B-inform#object_type I-inform#object_type B-inform#gender O B-inform#age B-inform#color I-inform#color O
áo này có sz 14 không shop,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O O
cảm ơn shop mình sẽ phản hồi sau nhé,thank,O O O O O O O O O
có thêm màu khác k ạ,request_more#color,O O O O O O
b có ship đúng ko,ask_about_ship,O O O O O
e ơi nhà e còn mẫu nào mặc nhà ngoài những mẫu này gửi cho c để c chọn mẫu của con gái nhé,ask_availability,O O O O O O O O O O O B-inform#mention I-inform#mention O O O O O O O O B-inform#gender I-inform#gender O
alo ahop,greet,O O
ab b oie,greet,O O O
có bán online k bạn,ask_if_sells#online,O O O O O
váy này bn bạn,request#price,B-inform#object_type B-inform#mention O O
bộ này có size 7-8t và 2t k shop ơi?,ask_if_sells#size,B-inform#object_type B-inform#mention O O B-inform#age O B-inform#age O O O
k online à,ask_if_sells#online,O O O
shop có bộ đồ bé trai kiểu đi dự tiệc ko ạ,ask_if_sells,O O B-inform#object_type O B-inform#gender I-inform#gender O O O O O O
nỉ hay len ạ,request#material,B-inform#material O B-inform#material O
size 1 bé 8.5kg vừa k a,ask_if_fit,O O O B-inform#weight O O O
co sale online ko?,ask_if_sells#online,O O O O
quần có màu khác k.,request_more#color,B-inform#object_type O O O O
"mẫu này ở tô hiệu, hà đông còn ko nhỉ",ask_availability,B-inform#mention I-inform#mention O O O B-inform#location I-inform#location O O O
có sz cho bé 22 tháng 10 đến 12kg k ạ,ask_if_sells#size,O O O O B-inform#age I-inform#age B-inform#weight I-inform#weight I-inform#weight O O
cám ơn sh nhe,thank,O O O O
áo này còn ko shop,ask_availability,B-inform#object_type B-inform#mention O O O
b gưit giúp mình set áo dài mẹ và bé màu hồng,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O B-inform#color I-inform#color
mình lấy váy size 6t cho bé 20kg váy k290tef nha,order_request,O O B-inform#object_type O B-inform#age O O B-inform#weight B-inform#object_type O O
mình k nhận được tin nhắn tặng khẩu trang của shop nên mới đăng ký hôm nay được k shop?,handoff,O O O O O O O B-inform#object_type I-inform#object_type O O O O O O O O O O O
và mẫu k349nis-dk3catra còn k ah,ask_availability,O O O O O O
bênh mình còn khẩu trang ko ạ,ask_availability,O O O B-inform#object_type I-inform#object_type O O
địa chỉ: hội nông dân tỉnh phú thọ,handoff,O O O O O O B-inform#location I-inform#location
có ship hàng k shop,ask_about_ship,O O O O O
dung roi ne,agree,O O O
c cứ gửi hàng 9 tuổi đi. e hay mua online nên thấy toàn số đấy là vừa,request#product,O O O O B-inform#age I-inform#age O O O O O O O O O O O O
nha em nha cho chị một đôi,order_request,O O O O O O O
shop có thể hỗ trợ đính kèm cho mình 1 cái mũ bé gái 4 tuổi k ạ,handoff,O O O O O O O O O O O B-inform#object_type B-inform#gender I-inform#gender B-inform#age I-inform#age O O
1m43 35kg,inform,B-inform#height B-inform#weight
có size cho 40 kg ?,ask_if_sells#size,O O O B-inform#weight I-inform#weight O
chất bò đúng k e,request#material,O B-inform#material O O O
3 cái váy c gửi còn ko,ask_availability,O O B-inform#object_type O O O O
có áo bé 3tuoi 18kg ko shop,ask_if_sells,O B-inform#object_type O B-inform#age B-inform#weight O O
"shop gửi cho mình xem các mẫu hè của bé 10 kg dc ko ạ, bé gái",inform,O O O O O O O B-inform#season O O B-inform#weight I-inform#weight O O O B-inform#gender I-inform#gender
váy này có màu khác ko shop,request_more#color,B-inform#object_type B-inform#mention O O O O O
alo shop ơii,greet,O O O
23kg vừa ko b,ask_if_fit,B-inform#weight O O O
bên bạn hiện nay có mẫu váy công chúa bồng bềnh cho bé 3 tuổi ko,ask_if_sells,O O O O O O B-inform#object_type O O O O O O B-inform#age I-inform#age O
vải gì ạ,request#material,O O O
bé 30kg -1m3 vừa k e,ask_if_fit,O B-inform#weight B-inform#height O O O
t đặt sz 6y cho b 6 tuổi,order_request,O O O B-inform#age O O B-inform#age I-inform#age
co ship cod k e,ask_about_ship,O O O O O
có size cho bé 35kg ko b?,ask_if_sells#size,O O O O B-inform#weight O O
thế 14kg thì mặc size nào,ask_if_fit,O B-inform#weight O O O O
"b ơi cho m xin mẫu áo dài bé trai 11 tuổi cao 1m60\n, 34 kg với nhé",request#product,O O O O O O B-inform#object_type I-inform#object_type B-inform#gender I-inform#gender B-inform#age I-inform#age O B-inform#height B-inform#weight I-inform#weight O O
bên mn có ship ko ak,ask_about_ship,O O O O O O
có mẫu áo dài cho bé trai ko shop?,ask_if_sells,O O B-inform#object_type I-inform#object_type O B-inform#gender I-inform#gender O O
ống sớ dạng chất như chất jean có sọc,handoff,O O O O O O B-inform#material O O
bé nhà chị cao 1.03,inform,O O O O B-inform#height
có j e nhờ c nha thanks c ah,thank,O O O O O O O O O
e ơi bên mình có ship k?,ask_about_ship,O O O O O O O
ok ship cod cho c nhé!,ask_about_ship,O O O O O O
vâng thế cũng dc ạ,agree,O O O O O
cao 96cm,inform,O B-inform#height
mình ở hà đông có shop nào k,request_shop_address,O O B-inform#location I-inform#location O O O O
quần này có size 10 tuổi ko b,ask_if_sells#size,B-inform#object_type B-inform#mention O O B-inform#age I-inform#age O O
vâng e trả giá r ạ,agree,O O O O O O
sp này còn k shop,ask_availability,O O O O O
