text,intent,tags
shop ơi còn mẫu này ko sz 6t,ask_availability#size,O O O B-inform#mention I-inform#mention O O B-inform#age
cho mình xin địa chỉ shop ở linh đàm ạ,request_shop_address,O O O O O O O B-inform#location I-inform#location O
giá sao shop,request#price,O O O
cửa hàng gần mỹ đình ý,request_shop_address,O O O B-inform#location I-inform#location O
cửa hàng bên đông anh,request_shop_address,O O O B-inform#location I-inform#location
ktra cho c 2 mẫu quần kia còn ko,ask_availability,O O O O O B-inform#object_type B-inform#mention O O
vừa k,ask_if_fit,O O
c muốn đổi 2 cái ao này đc ko,handoff,O O O O O B-inform#object_type B-inform#mention O O
nhắn lại cho mình xin địa chỉ,request_shop_address,O O O O O O O
cho mình hỏi còn màu gì nữa ko ak?,request_more#color,O O O O O O O O O
mấy áo này e có 9y ko,ask_if_sells,O B-inform#object_type B-inform#mention O O B-inform#age O
dạ vâng ad,agree,O O O
con nhà c cứ nhắc mãi,handoff,O O O O O O
còn size 11y ko b,ask_availability#size,O O B-inform#age O O
mình hỏi áo này còn size cho bạn nam 8t k ạ,ask_availability#size,O O B-inform#object_type B-inform#mention O O O O O B-inform#age O O
bé nhà mình 30kg cao 1m30 mặc size nào ạ,ask_if_fit,O O O B-inform#weight O B-inform#height O O O O
nhanh giúp c với,handoff,O O O O
set này còn không ạ?,ask_availability,B-inform#object_type B-inform#mention O O O
cho chị hỏi giá áo bé trai 5t nhé,request#price,O O O O B-inform#object_type B-inform#gender I-inform#gender B-inform#age O
có những màu gì thế b,request#color,O O O O O O
946232737,handoff,O
địa chỉ bên mình ở đâu em nhỉ,request_shop_address,O O O O O O O O
mình đang chat với ng hay bot the,ask_is_bot,O O O O O O O O
mình vừa mua áo bên mình qua shopee nhưng k biết có phải hàng sale k mà để chỉ thừa rồi sợi vải như này,handoff,O O O B-inform#object_type O O O O O O O O O O O O O O O O O O O O O
936233783,handoff,O
"áo này có size bé 10 tuổi cao 1,46m nặng 31 kg ko",ask_if_sells#size,B-inform#object_type B-inform#mention O O O B-inform#age I-inform#age O B-inform#height O B-inform#weight I-inform#weight O
cho mình xin địa chỉ cửa hàng ở gần láng hạ với ạ,request_shop_address,O O O O O O O O B-inform#location I-inform#location I-inform#location O O
mẫu này mình còn size cho bé 21kg ko,ask_availability#size,B-inform#mention I-inform#mention O O O O O B-inform#weight O
mẫu này chất liệu là gì,request#material,B-inform#mention I-inform#mention O O O O
shop còn size cho bé 28kg và bé 39kg loại quần này ko?,ask_availability#size,O O O O O B-inform#weight O O B-inform#weight O B-inform#object_type B-inform#mention O
có bán online ko bn,ask_if_sells#online,O O O O O
bé cao 1m2 nặng 23 kg và bé cao 1m1 nặng 22 kg e nhé,inform,O O B-inform#height O B-inform#weight I-inform#weight O O O B-inform#height O B-inform#weight I-inform#weight O O
"trường con nhà chị chỉ mặc đồng phục thứ 2,4,6 thôi",handoff,O O O O O O O O O O O
bộ này bé 6 tuổi nặng 19 kg vừa k shop,ask_if_fit,B-inform#object_type B-inform#mention O B-inform#age I-inform#age O B-inform#weight I-inform#weight O O O
bn tiền ạ,request#price,O O O
bên m còn khẩu trang ko ạ,ask_availability,O O O B-inform#object_type I-inform#object_type O O
bên mình còn sale 50% k ăn,request#promotion,O O O O O O O
ah vâng,agree,O O
có mẫu nào cho bạn 14 tuổi 50 kg ko shop,ask_if_sells,O O O O O B-inform#age I-inform#age B-inform#weight I-inform#weight O O
em ơi muốn cho bé qua thử đồ thì qua đâu hả em,request_shop_address,O O O O O O O O O O O O O
bọ này bn vậy shop,request#price,B-inform#object_type B-inform#mention O O O
mẫu chấm bi còn ko shop,ask_availability,O O O O O O
áo này có giảm ko?,request#promotion,B-inform#object_type B-inform#mention O O O
và địa chỉ ở đâu,request_shop_address,O O O O O
có ship online k shop?,ask_if_sells#online,O O O O O
đẹp lắm cám ơn b nhé,thank,O O O O O O
m lấy màu hồng,order_request,O O B-inform#color I-inform#color
còn size cho be gái cao 100,ask_availability#size,O O O B-inform#gender I-inform#gender O B-inform#height
be hơn 3 tuoi nặng hơn 18 kg,inform,O O B-inform#age I-inform#age O O B-inform#weight I-inform#weight
còn 24 cân ko,ask_availability,O B-inform#weight I-inform#weight O
có màu khác nữa ko a,request_more#color,O O O O O O
"mình muốn xem cho 2 bé trai , 1 bé 3 tuổi nặng 18kg , 1 bé 7 tuổi nặng 23kg",request#product,O O O O O B-inform#gender I-inform#gender O O O B-inform#age I-inform#age O B-inform#weight O O O B-inform#age I-inform#age O B-inform#weight
alo bạn iiw,greet,O O O
cho mình đặt chiếc này,order_request,O O O B-inform#mention I-inform#mention
có áo nào cho b 15 và 25kg bạn gửi ảnh giúp mình với,request#product,O B-inform#object_type O O O B-inform#weight O B-inform#weight O O O O O O
áo này có cho bé 5t k e?,ask_if_sells,B-inform#object_type B-inform#mention O O O B-inform#age O O
thế t lấy 2 bộ này nhé,order_request,O O O O B-inform#mention I-inform#mention O
bạn còn khẩu trang ng lớn ko ạ?,ask_availability,O O B-inform#object_type I-inform#object_type O O O O
bạn ơi bên bạn có ship cod ko ạ,ask_about_ship,O O O O O O O O O
b có set đồ nào cho bé trai 34kg cao 132cm k b,ask_if_sells,O O B-inform#object_type O O O B-inform#gender I-inform#gender B-inform#weight O B-inform#height O O
alô ạ,greet,O O
va bgio minh nhân dc hàng,handoff,O O O O O O
mẫu này e còn ko,ask_availability,B-inform#mention I-inform#mention O O O
shop oi chatbot hay nhan vien vay ah,ask_is_bot,O O O O O O O O
1m21 nặng 27 kg,inform,B-inform#height O B-inform#weight I-inform#weight
bé nhà mình 8t cao 130cm 25kg,inform,O O O B-inform#age O B-inform#height B-inform#weight
áo này bé 32 kg mặc vừa ko?,ask_if_fit,B-inform#object_type B-inform#mention O B-inform#weight I-inform#weight O O O
màu xanh thì có ko,ask_if_sells,B-ask_if_sells#color I-ask_if_sells#color O O O
b ơi bé gái b gửi cho mình váy áo đi b,inform,O O B-inform#gender I-inform#gender O O O O B-inform#object_type B-inform#object_type O O
cho c xem mẫu cho bạn 9 tuổi,request#product,O O O O O O B-inform#age I-inform#age
mẫu này có size 43 kg mặc vừa ko,ask_if_fit,B-inform#mention I-inform#mention O O B-inform#weight I-inform#weight O O O
18kg cao 1.1cm,inform,B-inform#weight O B-inform#height
còn màu khác ko em,request_more#color,O O O O O
có sale k e,request#promotion,O O O O
mẫunayf còn ko,ask_availability,B-inform#mention O O
16kg; 97cm vừa không em?,ask_if_fit,B-inform#weight B-inform#height O O O
vậy b định lấy cho bé nhà m size mấy,order_request,O O O O O O O O O O
bộ này còn ở cửa hàng nào shop?,ask_availability,B-inform#mention B-inform#mention O O O O O O
có vừa cho 38kg k ạ,ask_availability#size,O O O B-inform#weight O O
cho mình xin địa chỉ cửa hàng với,request_shop_address,O O O O O O O O
ib giúp mình giá set này,request#price,O O O O B-inform#object_type B-inform#mention
dạ vâng ạ hic chờ mỏi mòn c ạ,agree,O O O O O O O O O
thanks shop có gì m nhắn sau nha,thank,O O O O O O O O
hôm.nay sales ạ bạn,request#promotion,O O O O
dạ mẫu này 27kg cao 1m25 mặc vừa k ạ,ask_if_fit,O B-inform#mention I-inform#mention B-inform#weight O B-inform#height O O O O
e oi ko mua online dc ag,ask_if_sells#online,O O O O O O O
c ở thụy khuê thì có cửa hàng nào gần nhất e nhỉ?,request_shop_address,O O B-inform#location I-inform#location O O O O O O O O O
bé 11kg vừa size nào ạ,ask_if_fit,O B-inform#weight O O O O
cho chị hỏi áo phông dài tay cỡ 14 tuổi thì bạn tầm 50-52 kg cao 1.50 mặc vừa ko em ?,ask_if_fit,O O O B-inform#object_type I-inform#object_type O O O B-inform#age I-inform#age O O O B-inform#weight I-inform#weight O B-inform#height O O O O O
gửi cho m vài mẫu áo phông cho bé trai nhé,request#product,O O O O O B-inform#object_type I-inform#object_type O B-inform#gender I-inform#gender O
địa chỉ của shop ở đường giải phóng là bn ạ?,request_shop_address,O O O O O O O O O O O
shop ơi mình còn mẫu này ko ak,ask_availability,O O O O B-inform#mention I-inform#mention O O
mình hỏi bộ này cho bé 40kg có hàng ko bạn,ask_if_sells,O O B-inform#object_type B-inform#mention O O B-inform#weight O O O O
có size 120 ko,ask_if_sells#size,O O O O
shop còn mẫu áo cho bé 11kg ko ạ,ask_availability,O O O B-inform#object_type O O B-inform#weight O O
áo khoác xamh còn cho bé 43 kg ko bạn,ask_availability,B-inform#object_type I-inform#object_type B-inform#color O O O B-inform#weight I-inform#weight O O
cửa hàng ở nguyễn văn cừ còn hàng đúng ko b?,ask_availability,O O O B-inform#location I-inform#location I-inform#location O O O O O
set này bnn b ơi,request#price,B-inform#object_type B-inform#mention O O O
c lấy 2 set này nhé,order_request,O O O B-inform#object_type B-inform#mention O
mình có cửa hàng ở sài gòn ko,request_shop_address,O O O O O B-inform#location I-inform#location O
có sale ko bạn,request#promotion,O O O O
cửa hàng nhà mình ở đâu vậy ạ,request_shop_address,O O O O O O O O
shop có size cho bé 9 tuổi 40kg ko,ask_if_sells#size,O O O O O B-inform#age I-inform#age B-inform#weight O
bo nay gia bn shop,request#price,B-inform#object_type B-inform#mention O O O
có mua online đc ko,ask_if_sells#online,O O O O O
"c dag lưỡng lưj vì đem về quê cho cháu, mà bé đó 34kg, 1m30 như vậy vừa ko e",ask_if_fit,O O O O O O O O O O O O O B-inform#weight O O O O O O
mẫu áo dạ dáng dài có những màu gì hả b?,request#color,O B-inform#object_type I-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
gửi mẫu đi e,handoff,O O O O
có sz cho bạn 30kg ko shop,ask_if_sells#size,O O O O B-inform#weight O O
ở bn địa chỉ cửa hàng mình ở đâu vậy shop,request_shop_address,O B-inform#location O O O O O O O O O
thế chị lấy 2 bộ này nhea,order_request,O O O O B-inform#object_type B-inform#mention O
bên mình có bán online ko ạ,ask_if_sells#online,O O O O O O O
c k tìm thấy trên shopbee,handoff,O O O O O O
bên e ko nhận ship à,ask_about_ship,O O O O O O
sét này có của mẹ 53kg và bé 15kg k ạ,ask_if_sells,B-inform#object_type B-inform#mention O O O B-inform#weight O O B-inform#weight O O
đâ bạn ơi,greet,O O O
mình muốn xem mẫu đồ cho bé trai 11kg,request#product,O O O O O O B-inform#gender I-inform#gender B-inform#weight
bên mình còn váy này k vậy,ask_availability,O O O B-inform#object_type B-inform#mention O O
bộ trên quần chất vải gì vậy em,request#material,B-inform#object_type O B-inform#object_type O O O O O
cho mình hỏi các mẫu váy hè cho bé 12t thì có ở cửa hàng nào hả bạn?,request_shop_address,O O O O O B-inform#object_type O O O B-inform#age O O O O O O O O
bé nặng 30kg và cao khoảng 1m35,inform,O O B-inform#weight O O O B-inform#height
có sz bé 11kg ko b,ask_if_sells#size,O O O B-inform#weight O O
"bé 5,5 tuổi nặng 22 kg còn size không ạ",ask_availability#size,O B-inform#age I-inform#age O B-inform#weight I-inform#weight O O O O
quần cho bé 10 tuổi 34kg,inform,B-inform#object_type O O B-inform#age I-inform#age B-inform#weight
shop ơi còn áo này sz 12 k vậy,ask_availability#size,O O O B-inform#object_type B-inform#mention O O O O
set này bn?,request#price,B-inform#object_type B-inform#mention O
mình lấy 2 bộ cho bé,order_request,O O O B-inform#object_type O O
3 áo này còn sz bé 10kg k sh?,ask_availability#size,O B-inform#object_type B-inform#mention O O O B-inform#weight O O
bộ váy halloween bé gái giá bn ạ?,request#price,B-inform#object_type I-inform#object_type B-inform#season B-inform#gender I-inform#gender O O O
bé nhà mình 9 tuổi cao 1m33 có vừa ko shop,ask_if_fit,O O O B-inform#age I-inform#age O B-inform#height O O O O
mẫu này chất vải gì ạ,request#material,B-inform#mention I-inform#mention O O O O
co mau khac khong ah,request_more#color,O O O O O
váy bơi đỏ này là chất liệu gì vậy,request#material,B-inform#object_type I-inform#object_type B-inform#color O O O O O O
mặc vừa k ạ,ask_if_fit,O O O O
set này có đc sale ko b,request#promotion,B-inform#object_type B-inform#mention O O O O O
cho mình xin giá set này với ạ,request#price,O O O O B-inform#object_type B-inform#mention O O
vậy shop có nhận ship ko,ask_about_ship,O O O O O O
shop báo giá giúp mình những mẫu này sz cho bé 3y nhé,request#price,O O O O O O B-inform#mention I-inform#mention O O O B-inform#age O
"em chào anh/chị, em bên công ty truyền thông chuyên chạy quảng cáo và xây dựng page. anh chị có nhu cầu liên hệ em qua sdt, zalo 0973567541 hoặc phản hồi ib để em hỗ trợ ạ. rất mong có thể hỗ trợ được anh/chị!",handoff,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cho m xin giá 2 bộ này,request#price,O O O O O B-inform#object_type B-inform#mention
shop ơi quần này có sz cho bé 7 tuổi ko ạ,ask_if_sells#size,O O B-inform#object_type B-inform#mention O O O O B-inform#age I-inform#age O O
shop có quần dài vải cho bé 28 kg k a.,ask_if_sells,O O B-inform#object_type I-inform#object_type B-inform#material O O B-inform#weight I-inform#weight O O
30kg mặc size 8 vừa ko em?,ask_if_fit,B-inform#weight O O O O O O
cho c hỏi giá mẫu này,request#price,O O O O B-inform#mention I-inform#mention
cho m xin link shopee của đồng phục hs với sao giờ m vào tìm ko thấy,handoff,O O O O O O O O O O O O O O O O O
cho mjnhf xin mẫu bộ đồ mặc nhà bé trai thu đông shop nhé size 120,request#product,O O O O B-inform#object_type O O O B-inform#gender I-inform#gender O O O O O O
nếu ko vừa có đc đổi k b,handoff,O O O O O O O O
còn size 7-8 tuổi lo ah,ask_availability#size,O O B-inform#age I-inform#age O O
shop oi nhan vien hay chatbot vay,ask_is_bot,O O O O O O O
c ở hoàng quốc việt,handoff,O O B-inform#location I-inform#location I-inform#location
"bạn ơi, mình có comment đơn trong live stream. bạn xem bên mình đã chốt những sp nào cho mình để mình ck nhé",handoff,O O O O O O O O O O O O O O O O O O O O O O O O
đúng rôig b oi,agree,O O O O
the co ship k e,ask_about_ship,O O O O O
bộ này có sz 9t ko ah,ask_if_sells#size,B-inform#object_type B-inform#mention O O B-inform#age O O
bé trai bạn nhé,inform,B-inform#gender I-inform#gender O O
có sale ko e,request#promotion,O O O O
còn quần này cho bé 3y ko bạn,ask_availability,O B-inform#object_type B-inform#mention O O B-inform#age O O
bạn ơi chất liệu gì vậy?,request#material,O O O O O O
cho mình xem mẫu áo và váy cho bé gái 16m,request#product,O O O O B-inform#object_type O B-inform#object_type O B-inform#gender I-inform#gender B-inform#weight
ship ship ntn ạ,handoff,O O O O
mau vang con k sh,ask_availability,B-ask_availability#color I-ask_availability#color O O O
shop còn mẫu bộ 3 lỗ nào cho trẻ lớn 34kg cao 1m4 ko ạ. cho mình xin mẫu và báo giá luôn. mình chọn ship 1 thể,request#product,O O O B-inform#object_type O O O O O O B-inform#weight O B-inform#height O O O O O O O O O O O O O O O
bạn 30kg 6 tuổi,inform,O B-inform#weight B-inform#age I-inform#age
mình xin địa chỉ,request_shop_address,O O O O
bé nhà chị cao 107cm nặng 17.5kg,inform,O O O O B-inform#height O B-inform#weight
[mã kidmall9 hoàn 15% xu đơn 150k] bộ quần áo nơ bụng bé gái 3-9 tuổi k's closet k592nis tm,handoff,O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#gender I-inform#gender B-inform#age I-inform#age O O O O
"cho mình xem chi tiết váy với nhé, chỗ tay ấy mình chưa rõ lắm",handoff,O O O O O B-inform#object_type O O O O O O O O O
ao trắng ko con a.,ask_availability,B-inform#object_type B-inform#color O O O
vâng b a,agree,O O O
cho e xin link đồ sơ sinh ạ,handoff,O O O O O B-inform#age I-inform#age O
hjx uk,agree,O O
shop cho mình hỏi bên bạn còn mấy mẫu này cho bé 8tuoi ko,ask_availability,O O O O O O O O B-inform#mention I-inform#mention O O B-inform#age O
chất gió đúng k ạ,request#material,O B-inform#material O O O
vâng mà chiều cao và cân nặng nv thì bé nhà e mặc size nào ạ,ask_if_fit,O O O O O O O O O O O O O O O O
quần này có những màu nào b?,request#color,B-inform#object_type B-inform#mention O O O O O
alooooooooooooooooooooo,greet,O
size này còn những màu nào a,request#color,O O O O O O O
có màu khác ko b?,request_more#color,O O O O O
bộ này bn vậy shop,request#price,B-inform#object_type B-inform#mention O O O
mình hỏi 3 mẫu cho bạn nữ 27kg và nam 36 kg shop còn ko ah?,ask_availability,O O O O O B-inform#gender I-inform#gender B-inform#weight O B-inform#gender B-inform#weight I-inform#weight O O O O
abum sale,request#promotion,O O
bo cuop bien bn shop,request#price,B-inform#object_type I-inform#object_type I-inform#object_type O O
vâng nhận qua viettel,agree,O O O O
"vậy cho mình lấy chân váy, gộp đơn giúp mình nhé",order_request,O O O O B-inform#object_type I-inform#object_type O O O O O
cho mình hỏi bên bạn có khẩu trang vải kháng khuẩn cho bé 1 tuổi rưỡi ko ạ?,ask_if_sells,O O O O O O B-inform#mention I-inform#mention B-inform#material O O O O B-inform#age I-inform#age I-inform#age O O
áo dài có sale k e nhi,request#promotion,B-inform#object_type I-inform#object_type O O O O O
địa chỉ shop ở đâu em?,request_shop_address,O O O O O O
hai mẫu này có size cho bé 38kg và 20kg ko ạ,ask_if_sells#size,O B-inform#mention I-inform#mention O O O O B-inform#weight O B-inform#weight O O
còn bộ hồng sz 7y k shop,ask_availability#size,O B-inform#object_type B-inform#color O B-inform#age O O
áo phao có những màu gì ạ,request#color,B-inform#object_type I-inform#object_type I-inform#object_type O O O O
thế có đặt online trên fb đc ko,ask_if_sells#online,O O O O O O O O
quần có ko bạn,ask_if_sells,B-inform#object_type O O O
áo này còn màu nào nữa ko c lấy thêm,request_more#color,B-inform#object_type B-inform#mention O O O O O O O O
có size 24kg ko em,ask_if_sells#size,O O B-inform#weight O O
bé trai : 13kg,inform,B-inform#gender I-inform#gender O B-inform#weight
3 mẫu này còn size cho bé 15kg k ah,ask_availability#size,O B-inform#object_type I-inform#object_type O O O O B-inform#weight O O
size lớn nhất bé 30kg có vừa ko em?,ask_if_fit,O O O O B-inform#weight O O O O
cho bé gái 26kg,inform,O B-inform#gender I-inform#gender B-inform#weight
có tại địa chỉ nào ạ,handoff,O O O O O O
shop có thể gửi cho mình các mã hàng sale 30% ko.,request#product,O O O O O O O O O O O O
thé bạn tư vấn giùm xem bé nhà t mặc size nào với,ask_if_fit,O O O O O O O O O O O O O
có chương trình mua 1 tặng 1 k shop,request#promotion,O O O O O O O O O
sh ới,greet,O O
4 tuổi 15kg,inform,B-inform#age I-inform#age B-inform#weight
giầy và dép bên mình có cung cấp ko ạ,ask_if_sells,B-inform#location O B-inform#location O O O O O O O
auto rep a shop,ask_is_bot,O O O O
ben em co chan vay cho tre 9tuoi ko?,ask_if_sells,O O O B-inform#object_type I-inform#object_type O O B-inform#age O
size 4 cung dc ban a,handoff,O O O O O O
shop còn hàng thì gửi giúp mình với nhé,ask_availability,O O O O O O O O O
"2 mẫu này còn size bé 3t , 13kg ko ạ",ask_availability#size,O B-inform#mention I-inform#mention O O O B-inform#age O B-inform#weight O O
khau trang bên shop còn ko qj,ask_availability,B-inform#object_type I-inform#object_type O O O O O
bé cao 1m2,inform,O O B-inform#height
cho mình xin giá bộ bé gái,request#price,O O O O B-inform#object_type B-inform#gender I-inform#gender
có size cho bé 5t 20kg ko b??,ask_if_sells#size,O O O O B-inform#age B-inform#weight O O
m xin giá bộ này,request#price,O O O B-inform#object_type B-inform#mention
áo nay 40 kg có ko shop,ask_if_sells,B-inform#object_type B-inform#mention B-inform#weight I-inform#weight O O O
có bộ nào cho bé gái 38kg ko e?,ask_if_sells,O B-inform#object_type O O B-inform#gender I-inform#gender B-inform#weight O O
shop ơi cho m đặt mẫu này size 9y với ạ,order_request,O O O O O B-inform#mention I-inform#mention O B-inform#age O O
bộ nam bé 9 tuổi nặng 33 kg mặc vừa ko bạn,ask_if_fit,B-inform#object_type B-inform#gender O B-inform#age I-inform#age O B-inform#weight I-inform#weight O O O O
có sp nào 11 tuổi k e,ask_if_sells,O O O B-inform#age I-inform#age O O
"m28, 32kg vừa k b",ask_if_fit,B-inform#weight B-inform#weight O O O
"có size cho bé 8t k, 33 kg k",ask_if_sells#size,O O O O B-inform#age O B-inform#weight I-inform#weight O
c ơi có quần bò cho bé 8kg ko a,ask_if_sells,O O O B-inform#object_type I-inform#object_type O O B-inform#weight O O
có màu khác ko em,request_more#color,O O O O O
"và bé gái 12kg - 1,5 tuổi",inform,O O O B-inform#weight O B-inform#age I-inform#age
hi shoo oi,greet,O O O
mẫu này có size 4 tuổi k shop,ask_if_sells#size,B-inform#mention I-inform#mention O O B-inform#age I-inform#age O O
thế cái này còn ko?,ask_availability,O B-inform#mention I-inform#mention O O
bé nhà mình nặng 9kg,inform,O O O O B-inform#weight
sét này có màu đen k e,ask_if_sells,B-inform#object_type B-inform#mention O B-ask_if_sells#color I-ask_if_sells#color O O
cho mình đặt 2 bộ này nhé,order_request,O O O O B-inform#mention B-inform#mention O
"shop ơi,có sp nào cho bé 5 -6tuổi 49,69 ko ạ",ask_if_sells,O O O O O O B-inform#age I-inform#age O O O
ko có ship cod à chị,ask_about_ship,O O O O O O
shop có những bộ giảm giá cho bé 9 tuổi 32kg thì gửi cho mình xem mẫu nhé,request#promotion,O O O B-inform#object_type O O O O B-inform#age I-inform#age B-inform#weight O O O O O O O
cho mình xin địa chỉ ạ,request_shop_address,O O O O O O
áo cho bé trai 12 tuổi vừa ko ạ,ask_if_fit,B-inform#object_type O B-inform#gender I-inform#gender B-inform#age I-inform#age O O O
bé 17kg mặc vừa k e,ask_if_fit,O B-inform#weight O O O O
m xin giá ak,request#price,O O O O
size 3 tuổi 13-14kg giá bn b,request#price,O B-inform#age I-inform#age B-inform#weight O O O
đang sale đúng o ạ?,request#promotion,O O O O O
m hỏi chút shop dùng túi giấy hay túi nilong để đựng hàng vậy ?,handoff,O O O O O O O O O O O O O O O
1m2 . 25 kg,inform,B-inform#height O B-inform#weight I-inform#weight
tu dong tra loi a,ask_is_bot,O O O O O
cơ sở yên phụ hoặc lạc long quân ạ,handoff,O O O O O B-inform#location I-inform#location I-inform#location O
ôi chết mình chưa gửi rồi. chẳng nhớ ra,handoff,O O O O O O O O O
vậy bạn có mẫu nào cho bé nhà mình ko,ask_if_sells,O O O O O O O O O O
có sz cho bé gái 14-16kg ko b,ask_if_sells#size,O O O B-inform#gender I-inform#gender B-inform#weight O O
bọ nay co size 12kg ko shop,ask_if_sells#size,B-inform#object_type B-inform#mention O O B-inform#weight O O
"0989123200 em gửi chị xem với nhé, chị chẳng có tgian qua xem chắc mu onl thôi em",request#product,O O O O O O O O O O O O O O O O O O
còn cho bé 5 và 13 tuoi ko a,ask_availability,O O O B-inform#age I-inform#age B-inform#age I-inform#age O O
em gửi nhầm,handoff,O O O
mình muốn mua bộ này cho bạn gái 8 tuổi,inform,O O O B-inform#object_type B-inform#mention O B-inform#gender I-inform#gender B-inform#age I-inform#age
e cảm on chị,thank,O O O O
"bạn ấy 3 tuổi . 14,5kg cao 98cm",inform,O O B-inform#age I-inform#age O B-inform#weight O B-inform#height
2 set này có cho bạn 28kg ko e,ask_if_sells,O B-inform#object_type B-inform#mention O O O B-inform#weight O O
"trc đó c còn hỏi trên live là 37kg mặc size nào? bên e còn bảo size 11, e nên ngồi xem lại live nhé. nói thật c mua bên e rất rất nhiều nhưng mua trực tiếp, đợt này thấy live mới đặt chứ chị ko ham rẻ thêm mấy đồng",ask_if_fit,O O O O O O O O B-inform#weight O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cho m xin mẫu áo phao cho bé gái 8 tuổi,request#product,O O O O B-inform#object_type I-inform#object_type O B-inform#gender I-inform#gender B-inform#age I-inform#age
có bộ cho bé gái 40kg k shop,ask_if_sells,O B-inform#object_type O B-inform#gender I-inform#gender B-inform#weight O O
có chương trình sale gì ko bạn?,request#promotion,O O O O O O O
1 ban 16 kg,inform,O O B-inform#weight I-inform#weight
cửa hàng địa chỉ ở đâu vậy ạ,request_shop_address,O O O O O O O O
"chị đang ở hà đông, em chek cho chị cơ sở ở hà đông có còn hàng ko ?",ask_availability,O O O B-inform#location I-inform#location O O O O O O O B-inform#location I-inform#location O O O O O
"đồ đẹp quá, tiếc bé nhà mình 9t rồi",handoff,O O O O O O O B-inform#age O
có nơ cổ ko e,ask_if_sells,O B-inform#object_type I-inform#object_type O O
ok mình lấy áo cho bé trai và bộ của bé gái,order_request,O O O B-inform#object_type O B-inform#gender I-inform#gender O B-inform#object_type O B-inform#gender I-inform#gender
túi mỏng tanh,handoff,O O O
ok vậy cho mình đặt bộ này size 7 nhé,order_request,O O O O O B-inform#object_type B-inform#mention O O O
mình thấy đâu có thông báo nào là 17h30 ko nhận đăng ký code bạn,handoff,O O O O O O O O O O O O O O O
"ok, thế mình lấy 1 bộ nhé",order_request,O O O O O B-inform#object_type O
ko bạn oi,greet,O O O
cho mình hỏi còn mẫu này cho bé 12 tuổi ko,ask_availability,O O O O B-inform#mention I-inform#mention O O B-inform#age I-inform#age O
kiểm tra giúp m ở cửa hàng tô hiệu - hà đông còn ko nhé. chiều m qua đó lấy.,ask_availability,O O O O O O O O O O B-inform#location I-inform#location O O O O O O O O
có váy bé 7t và 9t ko,ask_if_sells,O B-inform#object_type O B-inform#age O B-inform#age O
các mẫu này còn hàng k bạn?,ask_availability,O B-inform#mention I-inform#mention O O O O
nghĩa là 2 mẫu này còn đúng k e?,ask_availability,O O O B-inform#mention I-inform#mention O O O O
bên mình có ship không ai,ask_about_ship,O O O O O O
báo giá cho mình mấy mẫu này nhea trước bên bạn có cửa hàng aeon tiện xem,request#price,O O O O O B-inform#mention I-inform#mention O O O O O O O O O O
chất liệu bằng gì ạ?,request#material,O O O O O
mình muốn mua đồ mà ko đặt online được.,ask_if_sells#online,O O O O O O O O O
áo này giá bn ạ,request#price,B-inform#object_type B-inform#mention O O O
alo c owi,greet,O O O
mua bộ halloween cho bé,inform,O B-inform#object_type I-inform#object_type O O
áo dài có khuyến mãi gì ko b?,request#promotion,B-inform#object_type I-inform#object_type O O O O O O
"shop ơi. mình nhân đc quần áo rồi, nhưng nhờ ng lấy hộ nên chưa chuyển lại đc cho shop",handoff,O O O O O B-inform#object_type B-inform#object_type O O O O O O O O O O O O O
áo dài chất vải gì vậy ạ,request#material,B-inform#object_type I-inform#object_type O O O O O
váy này có size cho bé 40 kg ko shop,ask_if_sells#size,B-inform#object_type B-inform#mention O O O O B-inform#weight I-inform#weight O O
m lấy quần này nhé,order_request,O O B-inform#object_type B-inform#mention O
xóm7-ngọc chi-vĩnh ngọc-đông anh-hn 0975122891,handoff,O O O O O
shop ơi báo giá mình 2 sản phẩm này với,request#price,O O O O O O B-inform#mention I-inform#mention I-inform#mention O
cửa hàng gần nhất bên em ở đâu nhỉ?,request_shop_address,O O O O O O O O O
áo có lót lông ko shop? cho mình xin mấy ảnh của áo,handoff,B-inform#object_type O O O O O O O O O O O B-inform#object_type
0369069636 k's closet phú thọ,inform,O O O B-inform#location I-inform#location
"mình ở thái nguyên, địa chỉ cửa hàng ở đâu nhỉ",request_shop_address,O O B-inform#location I-inform#location O O O O O O O
mẫu này có size 40kg k b?,ask_if_sells#size,B-inform#mention I-inform#mention O O B-inform#weight O O
set này có sz 36kg k shop,ask_if_sells#size,B-inform#object_type B-inform#mention O O B-inform#weight O O
gửi c mẫu đi,request#product,O O O O
bên mình có ship tỉnh ko ạ?,ask_about_ship,O O O O O O O
shop cho mình xin giá bộ này,request#price,O O O O O B-inform#object_type B-inform#mention
mẫu này còn ko,ask_availability,B-inform#mention I-inform#mention O O
chào shop,greet,O O
shop cho mình hỏi áo này có sale ko,request#promotion,O O O O B-inform#object_type B-inform#mention O O O
"sz 5 19,5kg mang vừa ko",ask_if_fit,O O B-inform#weight O O O
