text,intent,tags
có hộp đựng để gửi máy bay ko bạn,inform,O B-inform#object_type I-inform#object_type O O O O O O
Bh mua thì codn giá 649k k vậy,ask_confirm,O O O O O B-inform#price O O
alo e,greet,O O
K fai 1490k,deny,O O B-deny#price
ko có của hãng joie serina ạ?,ask_confirm,O O O O B-ask_confirm#brand I-ask_confirm#brand O
Nang khoang bao nhieu,request#weight,O O O O
Ko phai vovo,deny,O O B-deny#brand
cái này cái xe thằng bằng à b,ask_confirm,O O O B-ask_confirm#object_type I-ask_confirm#object_type I-ask_confirm#object_type O O
Chỉ còn màu grey thôi à b,ask_confirm,O O O B-ask_confirm#color O O O
Còn màu j b ơi,request#color,O O O O O
Loại này k phải của kiza ah,deny,O O O O O B-deny#brand O
Nôi xuất xứ ở đâu,request#origin,B-inform#object_type O O O O
m cam on nha,thanks,O O O O
Hang xuat xu o pháp đúng k shop,ask_confirm,O O O O B-ask_confirm#origin O O O
Nó ko phải là alumium,deny,O O O O B-deny#material
Còn bộ đồ chơi nhà tắm 110k ko,inform,O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#price O
M ko thich mau đen nay lam,deny,O O O B-deny#color I-deny#color O O
Cái nè chất gì vạy ạ,request#material,O O O O O O
Còn ghế rung mastela màu xanh k b,inform,O B-inform#object_type I-inform#object_type B-inform#brand B-inform#color I-inform#color O O
Ko phải joice every stage đâu,deny,O O B-deny#brand I-deny#brand I-deny#brand O
cho e xin ảnh mẫu đc k ạ,request#image,O O O O O O O O
Mình ko thích màu ghi,deny,O O O B-deny#color I-deny#color
Còn chị xem có cái ghế ô tô loại graco mà tầm 5 tr thì báo e,inform,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O B-inform#brand O O B-inform#price I-inform#price O O O
Thảm silicon cho bé bao tuổi nhỉ,request#age_of_use,B-inform#object_type B-inform#material O O O O O
b gui lai link m dc k,request#link,O O O O O O O
Bảo hành 12 tháng đúng ko ạ,ask_confirm,B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O O O
Cái này có bao hanh 12 thang,inform,O O O B-inform#guarantee I-inform#guarantee I-inform#guarantee I-inform#guarantee
Khung xe làm chất liệu gì?,request#material,O O O O O O
Mẫu này là 1m4x2m đúng k ạ,ask_confirm,O O O B-ask_confirm#size O O O
2 món này nặng khoảng 4.2kg ko bạn,ask_confirm,O O O O O B-ask_confirm#weight O O
Riêng thảm loại 2m bn tiền vậy,request#price,O B-inform#object_type O B-inform#size O O O
Mình cần hỏi về xe đẩy trong khoảng 2-3 tr,inform,O O O O B-inform#object_type I-inform#object_type O O B-inform#price I-inform#price
Mastela của nước nào bạn,request#origin,B-inform#brand O O O O
bạn có hàng trung quốc không?,inform,O O O B-inform#origin I-inform#origin O
1 tấ1.2m*1.5m đó dày đc m ko,ask_confirm,O B-ask_confirm#size O O O O O
ko phải 700ml,deny,O O B-deny#size
mh hỏi loại mỹ mà bạn bảo tối qua j,inform,O O O B-inform#origin O O O O O O
Đây là xe cân bằng đúng ko bạn?,ask_confirm,O O B-ask_confirm#object_type I-ask_confirm#object_type I-ask_confirm#object_type O O O
ko phải 80cm,deny,O O B-deny#size
Ko phải 150,deny,O O B-deny#price
bằng vải à sh,ask_confirm,O B-ask_confirm#material O O
B ơi m lấy chậu vẫn gia kmai dung k,ask_confirm,O O O O B-inform#object_type O B-ask_confirm#promotion I-ask_confirm#promotion O O
winfun là hàng xuất xứ ở đâu thế c,request#origin,B-inform#brand O O O O O O O O
bảo hành 6 tháng thôi á?,ask_confirm,B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O O
Thê thôi mình k lấy hồng đâu ạ,deny,O O O O O B-deny#color O O
Minh hỏi miếng lót thấm sữa of mother k a b,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Mình lấy màu này và máy xay hâp màu đen nha,inform,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#color I-inform#color O
Ko phải graco đâu,deny,O O B-deny#brand O
E bé gái k thích màu xanh ạ,deny,O O O O O O B-deny#color O
quây bóng kích thước thế nào nhỉ,request#size,B-inform#object_type O O O O O O
bên mình có bảo hành hay gì ko ạ,request#guarantee,O O O O O O O O O
Quây này kích thước bn ạ,request#size,B-inform#object_type O O O O O
bot à sh ơi,ask_is_bot,O O O O
B cho m xin hình ảnh đá khô và túi đc ko?,request#image,O O O O O O B-inform#object_type I-inform#object_type O O O O
lam bang inox hay sat vay b?,ask_confirm,O O O O B-ask_confirm#material O O
Nhưng mà không phải màu vàng,deny,O O O O B-deny#color I-deny#color
Gui link quần áo gì,request#link,O O B-inform#object_type I-inform#object_type O
Mình thích xe nhẹ khoảng 15 kg,inform,O O O O O B-inform#weight I-inform#weight
e định hỏi giường 2805k ạ,inform,O O O B-inform#object_type B-inform#price O
Ngoài royal care ra thì còn hãng nào nhỉ,request#brand,O B-deny#brand I-deny#brand O O O O O O
Shop có xe tập đi cho bé 8m ko ạ,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#age_of_use O O
Hàng chính hãng của Mỹ chứ ạ?,ask_confirm,O O O O B-ask_confirm#origin O O
Vậy là bằng gỗ à,ask_confirm,O O O B-ask_confirm#material O
"dưới 4,9kg thôi ha b",ask_confirm,O B-ask_confirm#weight O O O
Bạn ơi bạn có hình mỗi màu kg ạ cho mình xem đc kg,request#image,O O O O O O O O O O O O O O
Lấy 2 C đc giảm giá ko b,request#promotion,O O O O O O O O
Của medale hả shop,ask_confirm,O B-ask_confirm#brand O O
Noi co nhe khong,request#weight,B-inform#object_type O O O
Cho mình hỏi shop có máy hút sữa medela pump ko ?,inform,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O
bang cotton hả b,ask_confirm,O B-ask_confirm#material O O
Chứ ko phải gỗ,deny,O O O B-deny#material
Bảo hành 1 năm,inform,B-inform#guarantee I-inform#guarantee I-inform#guarantee I-inform#guarantee
bình ủ cháo Relea 700ml shop còn ko ạ?,inform,O B-inform#object_type I-inform#object_type O B-inform#size O O O B-inform#brand
Quây hola hồng bao giờ có hàng e nhỉ?,inform,B-inform#object_type B-inform#brand B-inform#color O O O O O O
dạ đúng rồi chị,agree,O O O O
"ko phải 1,6x2x1,5cm",deny,O O B-deny#size
B ơi bể bơi sale còn bn ạ,request#promotion,O O B-inform#object_type I-inform#object_type O O O O
cho tớ xin kích thước quây với nhé,request#size,O O O O O B-inform#object_type O O
Chat lieu j cay shop,request#material,O O O O O
bề rộng là 46 cm ạ,ask_confirm,O O O B-ask_confirm#size I-ask_confirm#size O
Gửi e xin đg link shopee,request#link,O O O O O O
Cầu trượt hola cho bé đến mấy tuổi vậy b?,request#age_of_use,B-inform#object_type I-inform#object_type B-inform#brand O O O O O O O
Chỉ còn màu màu vang thôi à b,ask_confirm,O O O B-ask_confirm#color I-ask_confirm#color O O O
Cái cuối cùng là cầu thang đúng k b,ask_confirm,O O O O B-ask_confirm#object_type I-ask_confirm#object_type O O O
hi ban,greet,O O
Vâng ạ Bạn tư vấn thế thì mình hiểu rồi ạ,agree,O O O O O O O O O O O
thank b nhé,thanks,O O O
À mà chậu tắm còn màu xanh kh b,inform,O O B-inform#object_type I-inform#object_type O B-inform#color I-inform#color O O
Nặng bn cân ạ,request#weight,O O O O
Chứ ko phải thép,deny,O O O B-deny#material
Vâng thì e vẫn phải dùng thôi,agree,O O O O O O O
649k là hãng nào,request#brand,B-inform#price O O O
Chu k phai hoi arru,deny,O O O O B-deny#brand
Shop ơi trên Shoppee ko có nước rửa bình Arau à,request#link,O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O
K phải nhựa a,deny,O O B-deny#material O
Giường graco bảo hành như nào b nhỉ,request#guarantee,B-inform#object_type B-inform#brand O O O O O O
Shop cho mình xem ảnh 2 màu đc ko?,request#image,O O O O O O O O O
"Ah, mấy hộp đựng sữa có bán ko b",inform,O O B-inform#object_type I-inform#object_type O O O O O
Cọ bình này bn b nhỉ,request#price,B-inform#object_type I-inform#object_type O O O O
xe này cao 55 cm nhỉ,ask_confirm,B-inform#object_type O B-ask_confirm#size I-ask_confirm#size I-ask_confirm#size O
Chứ k phải ghe nhun tròn,deny,O O O B-deny#object_type I-deny#object_type O
B có xe chòi chân cho bé 13m ko ạ,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#age_of_use O O
Alo,greet,O
Mình ko thích xanh xanh,deny,O O O B-deny#color I-deny#color
hàng này sản xuất tại Trung Quốc hay Nhật vậy?,ask_confirm,O O O O O O O O B-ask_confirm#origin O
Chất liệu nhôm hay gì b nhờ,ask_confirm,O O B-ask_confirm#material O O O O
Có Shop oi,greet,O O O
"Xe này nhẹ k ạ , bé 3t đi dc k a",ask_confirm,B-inform#object_type O O O O O O B-ask_confirm#age_of_use O O O O
Bên e còn thảm xpe k,inform,O O O B-inform#object_type B-inform#material O
Ghế này dùng cho bé đến mấy tháng thì vừa hả b,request#age_of_use,B-inform#object_type O O O O O O O O O O O
Bảo hành 2 năm hả bạn,ask_confirm,B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O O
nặng khoảng 2.5kg k bạn,ask_confirm,O O B-ask_confirm#weight O O
Ko phai 3 trieu nhe,deny,O O B-deny#price I-deny#price O
Shop còn bình đun nước này k,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O O
Có ghi nâu à,ask_confirm,O B-ask_confirm#color I-ask_confirm#color O
Với 1 cái máy xay xuất nhật màu hồng b nhé,inform,O O O B-inform#object_type I-inform#object_type O B-inform#origin B-inform#color I-inform#color O O
Hàg bên bạn của hãg gì đấy?,request#brand,O O O O O O O
Noi co trong luong bao nhieu nhi,request#weight,B-inform#object_type O O O O O O
c ơi cho e hỏi c còn máy tiệt trùng uv màu hồng ko ạ,inform,O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O B-inform#color I-inform#color O O
Có xe nào bảo hành hãng 2 năm không shop,inform,O O O B-inform#guarantee I-inform#guarantee I-inform#guarantee I-inform#guarantee I-inform#guarantee O O
Ko phải thảm xpe đâu í,deny,O O B-inform#object_type B-deny#material O O
ừa bạn ạ,agree,O O O
Vâng cảm ơn shop rất nhiều,thanks,O O O O O O
Mẫu này có mấy màu,request#color,O O O O O
Bảo hành 2 năm ạ?,ask_confirm,B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O
Trọng lượng dưới 10 kg hok shop,ask_confirm,O O O B-inform#weight I-inform#weight O O
Vô lăng 299 à b,ask_confirm,B-inform#object_type I-inform#object_type B-ask_confirm#price O O
Mastela có màu nào nhẹ nhàng thế này ko b,request#color,B-inform#brand O O O O O O O O O
nặng khoảng 3 kg k bạn,ask_confirm,O O B-ask_confirm#weight I-ask_confirm#weight O O
CHắc cũng tầm 4kg shop nhỉ,ask_confirm,O O O B-ask_confirm#weight O O
Không phải 399,deny,O O B-deny#price
bhành thì thế nào ạ chị,request#guarantee,O O O O O O
thảm xuất xứ hàn quốc đúng hok ạ,ask_confirm,B-inform#object_type O O B-ask_confirm#origin I-ask_confirm#origin O O O
Nhẹ là may kg thế,request#weight,O O O O O
Thảm 1m4 x 2m còn ko shop?,inform,B-inform#object_type B-inform#size I-inform#size I-inform#size O O O
Shop oiiii,greet,O O
Ghế rung Mastela thì còn 749k hả shop,ask_confirm,B-inform#object_type I-inform#object_type B-inform#brand O O B-ask_confirm#price O O
Cảm ơn Có gì liên hệ trực ti p qua mình nhé,thanks,O O O O O O O O O O O O
Chieu rong ghe vao khoang 80cm nhi,ask_confirm,O O O O O B-ask_confirm#size O
Cộng 1 ghế rung mastela swing nâu,inform,O O B-inform#object_type I-inform#object_type B-inform#brand I-inform#brand B-inform#color
Cho mình hỏi bình pha sữa tiny,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand
ko cần của umoo,deny,O O O B-deny#brand
Giàn phơi giảm còn bao nhiêu thế ạ,request#price,B-inform#object_type I-inform#object_type O O O O O O
Giá vẫn là 490k shop nhỉ,ask_confirm,O O O B-ask_confirm#price O O
Ko phai 1250k nhe,deny,O O B-deny#price O
loai cua mĩ thi sao a sh,inform,O O B-inform#origin O O O O
hag cua toy house ha b?,ask_confirm,O O B-ask_confirm#brand I-ask_confirm#brand O O
Quây konig ấy nhé,inform,B-inform#object_type B-inform#brand O O
hãng baby moov hả shop ơi?,ask_confirm,O B-ask_confirm#brand I-ask_confirm#brand O O O
Giường nhập từ Hàn có đc bảo hành ko sh,request#guarantee,B-inform#object_type O O B-inform#origin O O O O O O
Có mẫu ghế hơi nào giá khoảng 300k k b,inform,O O B-inform#object_type I-inform#object_type O O O B-inform#price O O
À mình hỏi thảm silicon,inform,O O O B-inform#object_type B-inform#material
Bộ đồ chơi gỗ nấu ăn màu hồng giá bnhieu hả b,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#material O O B-inform#color I-inform#color O O O O
Và nặng 3 kg nhé,inform,O O B-inform#weight I-inform#weight O
Máy này mình ko thích,deny,B-deny#object_type O O O O
Shop cho mình link các mẫu xe tập đi vs,request#link,O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O
ko phải 2m 2m2,deny,O O B-deny#size I-deny#size
Ko phải trung quốcg hàn,deny,O O B-deny#origin I-deny#origin O
Có còn đc giảm giá k,request#promotion,O O O O O O
Bạn ơi mình có bình đun nước giữ ấm của FAtz không?,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O B-inform#brand O
minh dang chat voi nguoi hay chatbot the,ask_is_bot,O O O O O O O O
có bảo hành ko shop ơi,request#guarantee,O O O O O O
Bạn cho mình cái link xe tập đi đi,request#link,O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O
nếu mình k dùng ctrinh kmai này thì máy xay hấp này bán giảm còn bnh ạ?,request#price,O O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O
Cái này cho bé 1 tháng tuổi à bạn?,ask_confirm,O O O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use I-ask_confirm#age_of_use O O
ko phải nhỏ,deny,O O B-deny#size
Dài 1m7 đúng k chị?,ask_confirm,O B-ask_confirm#size O O O
cho em hỏi là bên mình còn bán máy hút sữa meleda k ạ,inform,O O O O O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O
Cho mình hỏi xe đẩy zaracos revo ở trên có bảo hành ko,request#guarantee,O O O B-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O O O O O
Cái này có bảo hành 6 tháng,inform,O O O B-inform#guarantee I-inform#guarantee I-inform#guarantee I-inform#guarantee
vô lăng còn màu vàng hok ak,ask_confirm,B-inform#object_type I-inform#object_type O B-ask_confirm#color I-ask_confirm#color O O
Thảm Winfun cho độ tuổi nào,request#age_of_use,B-inform#object_type B-inform#brand O O O O
Ghế ngồi ăn Nhật giá bnh em ơi,request#price,B-inform#object_type I-inform#object_type I-inform#object_type B-inform#origin O O O O
bảo hành một năm,inform,B-inform#guarantee I-inform#guarantee I-inform#guarantee I-inform#guarantee
be 16th dùng được chưa,ask_confirm,O B-ask_confirm#age_of_use O O O
màu đen vàng thôi pk shop,ask_confirm,B-ask_confirm#color I-ask_confirm#color I-ask_confirm#color O O O
Chứ k phải grey nhé,deny,O O O B-deny#color O
K phải là nhựa ạ,deny,O O O B-deny#material O
bảo hành hãng 2 năm ạ,ask_confirm,B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O
Bằng cao su phải k shop,ask_confirm,O B-ask_confirm#material I-ask_confirm#material O O O
Có bảo hành 24 tháng và thay thế linh kiện trọn đời pk shop,ask_confirm,O B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O O O O O O O O O
Bé 2 tháng nằm đc k ạ,ask_confirm,O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O
Vâng ạ hehe,agree,O O O
Mẫu này chất liệu là gỗ hay sao vậy ạ,ask_confirm,O O O O O B-ask_confirm#material O O O O
Ghế chính hãng avent snow đúng ko shop,ask_confirm,O O O B-ask_confirm#brand I-ask_confirm#brand O O O
K phai 490,deny,O O B-deny#price
Shop oi nhiệt kế hồng ngoại combi loại hơn 900k đã có hàng chưa,inform,O O B-inform#object_type I-inform#object_type O O B-inform#brand O O B-inform#price O O O O
K phải là alumium ạ,deny,O O O B-deny#material O
Chu k phai hoi moomy,deny,O O O O B-deny#brand
Cho tớ 2 hộp đựng mỹ phẩm,inform,O O O B-inform#object_type I-inform#object_type O O
Vs bạn có núm ti cho bé 5thang ko,inform,O O O B-inform#object_type I-inform#object_type O O B-inform#age_of_use O
Loại này k phải của madela ah,deny,O O O O O B-deny#brand O
Ko phải nhatg hàn,deny,O O B-deny#origin O
Trọng lượng 10.5kg ạ,inform,O O B-inform#weight O
ghế rộng k b?,request#size,B-inform#object_type O O O
À nhiệt kế phonhf là 390k ạ,ask_confirm,O B-inform#object_type I-inform#object_type O O B-ask_confirm#price O
107cm bn vay b,request#price,B-inform#size O O O
SHOP ơi,greet,O O
Bảo hành bảo hành 12 tháng là bảo hành như thế,request#guarantee,O O B-inform#guarantee I-inform#guarantee I-inform#guarantee I-inform#guarantee O O O O O
Shop còn bình ủ cháo 700ml k ạ,inform,O O O B-inform#object_type I-inform#object_type B-inform#size O O
vâng tks shop,agree,O O O
Chứ ko phải silicon,deny,O O O B-deny#material
Gỗ,inform,B-inform#material
Đây là áo hút sữa hay ghế rung,ask_confirm,O O B-ask_confirm#object_type I-ask_confirm#object_type I-ask_confirm#object_type O O O
"ko phải 2,5l",deny,O O B-deny#size
Alo gấu,greet,O O
Cũng bảo hành 3 tháng hả shop,ask_confirm,O O O B-ask_confirm#guarantee I-ask_confirm#guarantee O O
Alo e uii,greet,O O O
Hàng của Pháp ah shop,ask_confirm,O O B-ask_confirm#origin O O
Cho mình xin giá size M luôn,request#price,O O O O B-inform#size I-inform#size O
Nvien hay bot,ask_is_bot,O O O
ko cần của aricare,deny,O O O B-deny#brand
bảo hành bảo hành 2 năm thôi á?,ask_confirm,O O B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O O
Cho e xin giá e giường nhựa xám vs ạ,request#price,O O O O O B-inform#object_type B-inform#material B-inform#color O O
Mình k thích phillips avent lắm,deny,O O O B-deny#brand I-deny#brand O
M k thích bọc thép vì nóng,deny,O O O O B-deny#material O O
Shop co mau xanh con ech ko ạh,ask_confirm,O O B-ask_confirm#color I-ask_confirm#color O O O O
Nôi này bé dùng được đến mấy tháng vậy bạn,request#age_of_use,B-inform#object_type O O O O O O O O O
ko phải 1m6,deny,O O B-deny#size
Ko phải hàng hàn,deny,O O B-deny#origin O
Và nặng 15 kg nhé,inform,O O B-inform#weight I-inform#weight O
Thế e lấy ghế màu be ấy thì giá là 690k phải k ạ,ask_confirm,O O O B-inform#object_type B-inform#color I-inform#color O O O O B-ask_confirm#price O O O
E k thích màu xanh lắm,deny,O O O B-deny#color I-deny#color O
cảm ơn shop nhen,thanks,O O O O
Shop cho m xin link shopee,request#link,O O O O O O
Mình thích xe nhẹ khoảng 3kg,inform,O O O O O B-inform#weight
Shop có sách vai ko,inform,O O B-inform#object_type B-inform#material O
B có của hãng nào b oi,request#brand,O O O O O O O
Thảm này bảo hành như nào ạ,request#guarantee,B-inform#object_type O O O O O O
bạn có loại của han quoc ko,inform,O O O O B-inform#origin I-inform#origin O
xe tập đi có những hãng nào ạ,request#brand,B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
100% silicon nha shop,inform,O B-inform#material O O
Ko phai 400000 nhe,deny,O O B-deny#price O
Bé nhà mình gần 7 tháng có xe tập đi nào phù hợp k b,inform,O O O B-inform#age_of_use I-inform#age_of_use I-inform#age_of_use O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O
Ủ cháo này của nc nào vậy á,request#origin,B-inform#object_type I-inform#object_type O O O O O O
k phải 450,deny,O O B-deny#price
mh hỏi loại pháp mà bạn bảo tối qua j,inform,O O O B-inform#origin O O O O O O
"2,5l như bộ này là bn hả b?",request#price,B-inform#size O O O O O O O
Ko phải tham sữa này ha c,deny,O O B-deny#object_type I-deny#object_type O O O
Thanh bằng sắt hay pxe v shop,ask_confirm,O O O O B-ask_confirm#material O O
Cho mình hỏi size 2m2,inform,O O O O B-inform#size
alo số,greet,O O
Hàng của hãng nước nào đấy ạ,request#origin,O O O O O O O
Còn mau đen k ạ,inform,O B-ask_confirm#color I-ask_confirm#color O O
80 cm ah,ask_confirm,B-ask_confirm#size I-ask_confirm#size O
Uhm. nặng 15 kg cơ à,ask_confirm,O O B-ask_confirm#weight I-ask_confirm#weight O O
loai cua korea thi sao a sh,inform,O O B-inform#origin O O O O
K phải silicon a,deny,O O B-deny#material O
nhật xuất khẩu,inform,B-inform#origin O O
1m4 x 2m ak,ask_confirm,B-ask_confirm#size I-ask_confirm#size I-ask_confirm#size O
Chị có bình sữa avent size 125ml ko ạ,inform,O O B-inform#object_type I-inform#object_type B-inform#brand O B-inform#size O O
Bồn là nhựa hay cao su vậy b,ask_confirm,B-inform#object_type O O O B-ask_confirm#material I-ask_confirm#material O O
Nếu mk đặt 2 xe thì có đc giảm giá ko shop ơi? Hi,request#promotion,O O O O O O O O O O O O O O
Bạn ơi ngựa bập bênh chòi chân là của nước nào sản xuất vậy bạn,request#origin,O O B-inform#object_type I-inform#object_type I-inform#object_type O O O O O O O O O O
Dùng đc cho bé 5-6 tuổi,inform,O O O O B-inform#age_of_use I-inform#age_of_use
ko phải túi nhai,deny,O O B-deny#object_type I-deny#object_type
Không phải loại xe tròn đâu,deny,O O O B-deny#object_type I-deny#object_type O
bảo hành 2 năm,inform,B-inform#guarantee I-inform#guarantee I-inform#guarantee I-inform#guarantee
Cho e hỏi shop có bán trọn bộ quần áo sơ sinh k ạ,inform,O O O O O O O O B-inform#object_type I-inform#object_type B-inform#age_of_use I-inform#age_of_use O O
M ko thích đồ hq đâu,deny,O O O O B-deny#origin O
"1,4m×1,4m ak",ask_confirm,B-ask_confirm#size O
Jumperoo dùng đến bao tuổi,request#age_of_use,B-inform#brand O O O O
Cao 1m4 x 2m thôi hả b,ask_confirm,O B-ask_confirm#size I-ask_confirm#size I-ask_confirm#size O O O
Loại này trẻ 4 tháng ngồi được ko b,ask_confirm,O O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O
Minh xác nhận lại bn bảo là 6th ngồi đc đung k,ask_confirm,O O O O O O O B-ask_confirm#age_of_use O O O O
Chứ k phải quây tròn,deny,O O O B-deny#object_type O
Aloe shop ơi,greet,O O O
"Shop cho mình hỏi, bên shop còn lục lạc đeo tay của infantino k",inform,O O O O O O O B-inform#object_type I-inform#object_type O O O B-inform#brand O
M ko thích đồ phap đâu,deny,O O O O B-deny#origin O
Shop có xe tập đi bằng gỗ cho bé koaj,inform,O O B-inform#object_type I-inform#object_type I-inform#object_type O B-inform#material O O O
Mình lấy cái phao thôi. Con mình 8tháng bé đeo có vừa k,ask_confirm,O O O B-inform#object_type O O O B-ask_confirm#age_of_use O O O O O
Bằng thủy tinh ạh,ask_confirm,O B-ask_confirm#material I-ask_confirm#material O
Vẫn đc bảo hành bảo hành 24 tháng bình thường phải ko shop,ask_confirm,O O O O B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O O O O O
balo k còn ghi xanh hả b,ask_confirm,B-inform#object_type O O B-ask_confirm#color I-ask_confirm#color O O
Uhm. nặng 20 kg cơ à,ask_confirm,O O B-ask_confirm#weight I-ask_confirm#weight O O
K phải meji đấy đâu ạ,deny,O O B-deny#brand O O O
K phải gỗ a,deny,O O B-deny#material O
ko phải 1.8x2m,deny,O O B-deny#size
Thảm của hãng gì vậy shop,request#brand,B-inform#object_type O O O O O
Cái này có 2 năm,inform,O O O B-inform#guarantee I-inform#guarantee
Cho mình hỏi về máy hút sữa medela pump rút gọn pk new nha,inform,O O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand I-inform#brand O O O O O
Kích thước ghế này thế nào?,request#size,O O O O O O
mình muốn mua xe cân bằng đa năng Konig Kids màu trắng đỏ,inform,O O O B-inform#object_type I-inform#object_type I-inform#object_type O O B-inform#brand I-inform#brand O B-inform#color I-inform#color
Bên shop mìh có hộp đựng cơm cho bé ko b,inform,O O O O B-inform#object_type I-inform#object_type O O O O O
vs lại ghế ô tô zacaros có xài dc cho bé 2 tháng tuổi cổ chưa cứng ko b,ask_confirm,O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#brand O O O O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O O O
Trong luong noi tam bao nhieu nhi,request#weight,O O B-inform#object_type O O O O
Voi này của umoo ah b,ask_confirm,O O O B-ask_confirm#brand O O
bảo hành 24 tháng,inform,B-inform#guarantee I-inform#guarantee I-inform#guarantee I-inform#guarantee
K fai 1390k,deny,O O B-deny#price
Giá là 340k phải ko shop,ask_confirm,O O B-ask_confirm#price O O O
"Chỉ nặng 11,8 kg hae cậu?",ask_confirm,O O B-ask_confirm#weight I-ask_confirm#weight O O
Co phai nguoi ko,ask_is_bot,O O O O
Vâng ngóg qá,agree,O O O
Ghế rộng 50x60cm hả,ask_confirm,O O B-ask_confirm#size O
Trọng lượng dưới 3kg hok shop,ask_confirm,O O O B-inform#weight O O
E xin ảnh,request#image,O O O
Hàng hãng nào vậy ạ,request#brand,O O O O O
Bé nhà em 4 tháng dùng được không shop,ask_confirm,O O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O
Zaracos nặng bao kg nhỉ s,request#weight,B-inform#brand O O O O O
Con màu xám còn khg bạn,inform,O B-inform#color I-inform#color O O O
Bằng bóng nhựa hả shop,ask_confirm,O B-ask_confirm#material I-ask_confirm#material O O
Thảm nặng k ạ?,request#weight,B-inform#object_type O O O
Nếu đc thì ngoi đèn may tháng,request#age_of_use,O O O O O O O
Sản phẩm này toàn bộ là vai hả shop,ask_confirm,O O O O O O B-ask_confirm#material O O
Với cả cái lục lạc gặm nướu skip hop sx ở đâu vậy bn?,request#origin,O O O B-inform#object_type I-inform#object_type O O B-inform#brand I-inform#brand O O O O O
Núm lam bằng j ạ,request#material,B-inform#object_type O O O O
Trọng lượng 7kg ạ,inform,O O B-inform#weight O
Mình ko thích đỏ và trắng,deny,O O O O O B-deny#color
Nuk này là thuỷ tinh hay nhựa ạ,ask_confirm,O O O O O O B-ask_confirm#material O
Nguyên set 470k ha shop,ask_confirm,O O B-ask_confirm#price O O
Đây cũng là hàng tqxk hả b,ask_confirm,O O O O B-ask_confirm#origin O O
Hàng chính hãng bảo hành toàn quốc 2 năm ạ?,ask_confirm,O O O B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O
Mình thích xe nhẹ khoảng 38kg,inform,O O O O O B-inform#weight
Kệ đựng đồ chơi Hola sale bn vay ad?,request#price,B-inform#object_type I-inform#object_type O O B-inform#brand O O O O
K phải ritchell gì đó,deny,O O B-deny#brand O O
bot hay nhan vien,ask_is_bot,O O O O
Nó ko phải là silicol,deny,O O O O B-deny#material
"Bé nhà e 5,5th núm của bình size gì hả chị",request#size,O O O B-inform#age_of_use O O B-inform#object_type O O O O
Là màu xanh hả,ask_confirm,O B-ask_confirm#color I-ask_confirm#color O
T hỏi chút về chất liệu,request#material,O O O O O O
Loại này k phải của dnee ah,deny,O O O O O B-deny#brand O
